part_number,depth,height,length,weight
2430339,37,37,85,188
2430366,37,37,76,108
2430367,37,37,76,108
2430408,38,20,38,39
2430416,90,37,34,114
2430417,90,37,34,114
2430425,39,40,34,93
2430435,37,37,62,98
2430438,37,37,85,123
2430439,37,37,85,188
2430466,37,37,76,108
2430467,37,37,76,108
2430508,38,20,38,39
2430516,90,37,34,114
2430517,90,37,34,114
2430525,39,40,34,93
2430535,37,37,62,98
2430538,37,37,85,123
2430539,37,37,85,188
2430566,37,37,76,108
2430567,37,37,76,108
2440138,34,34,76,77
2440208,27,16,41,24
2440238,34,34,76,72
2440338,34,34,76,77
2490414,24,22,48,45
2490423,45,42,51,124
2490435,45,42,71,151
2490438,45,42,96,198
2500308,30,18,52,38
2500316,70,37,42,109
2500317,70,37,42,109
2500366,40,37,79,111
2500367,40,37,79,111
2510208,42,22,42,52
2510246,44,42,32,89
2510255,44,42,73,158
2510256,44,42,73,158
2510277,48,42,77,115
2520614,23,20,33,23
2520620,38,39,41,66
2520635,38,39,61,104
2520638,38,39,89,119
2520714,23,20,33,23
2520720,38,39,41,66
2520735,38,39,61,119
2520738,38,39,89,119
2560108,40,20,40,46
2560116,61,38,38,96
2560117,61,38,38,96
2560134,37,38,64,93
2560148,37,38,94,140
2560149,37,38,94,140
2580146,41,35,42,64
2580165,41,35,50,81
2580177,41,20,41,68
2590308,51,25,51,65
2590315,68,41,64,210
2590346,44,41,39,75
2590366,44,41,89,178
2590367,44,41,89,178
2590377,44,41,44,108
2610617,75,37,37,97
2610635,38,37,57,92
2610638,38,37,79,116
2610660,30.88,34,24.88,27
2610717,75,37,37,97
2610735,38,37,57,92
2610738,38,37,79,116
2610760,30.88,34,24.88,28
2620508,38,19.5,38,45
2620515,72,38.5,35,94
2620520,40.25,40,48.5,99
2620521,39.5,45.5,30.5,53
2620535,40.38,40,71,146
2620538,40,40,96,157
2650416,64,33,31,99
2650445,37.5,36,55,130
2650516,64,33,31,101
2650545,37.5,36,55,131
2660517,65,38,36,116
2660548,34.75,38,95,155
2660571,34.75,38,52,116
2660617,65,38,36,110
2660648,34.75,38,95,158
2660671,34.75,38,52,116
2680414,24,19,34,22
2680418,62,36,86,115
2680420,38,36,40,68
2680435,38,36,63,99
2680438,38,36,86,110
2680514,23,19,34,22
2680518,60,37,86,115
2680520,38,37,39,68
2680535,38,37,62,99
2680538,38,37,86,110
2690567,37,34,72,105
2700414,23,22,43,43
2700423,44,41,51,123
2700435,44,41,72,163
2700438,44,41,97,200
2730446,37,38,26,46
2730455,37,38,59,94
2730456,37,38,59,94
2730477,37,38,37,74
2760216,75.75,34.5,42.63,134
2760217,75.75,34.5,42.63,134
2760267,37,34.5,81.25,122
2790318,60,37,86,115
2850214,23,18,33,43
2850220,38,39,38,62
2850235,38,39,63,91
2850238,38,39,86,120
2850314,23,18,33,43
2850320,38,39,38,62
2850335,38,39,63,91
2850338,38,39,86,120
2860017,61,37,41,88.63
2860067,38,37,91,111
2862008,38,20,38,43
2862016,61,37,41,88
2862017,61,37,41,88
2862034,38,37,64,72
2862066,38,37,91,111
2862067,38,37,91,111
2900308,39,20,39,75
2900316,60,38,35,81
2900317,60,38,35,81
2900334,37,38,64,82
2900348,37,38,88,130
2900349,37,38,88,130
2900408,39,20,39,75
2900416,60,38,35,81
2900417,60,38,35,81
2900434,37,38,64,82
2900448,37,38,88,130
2900449,37,38,88,130
2940202,61,38,87,141
2940203,61,38,86,141
2940211,37,21,37,73
2940216,86,38,37,109
2940217,86,38,37,109
2940302,61,38,87,141
2940303,61,38,86,141
2940311,37,21,37,73
2940316,86,38,37,109
2940317,86,38,37,109
2950225,42,41,41,102
2950235,38,36,60,94
2950238,38,36,81,118
2960314,24,20,42,33
2960323,42,40,57,93
2960335,42,40,74,116
2960338,42,40,100,147
2990608,40,21,40,47
2990616,73,40,45,129
2990617,73,40,45,129
2990621,54,39,58,134
2990666,39,40,73,118
2990667,39,40,73,118
3010314,24,20,31,56
3010320,39,40,34,62
3010335,39,40,57,90
3010338,39,40,80,115
3010339,39,40,80,180
3030525,42,42,40,106
3030578,42,42,72,147
3030580,42,42,98,183
3080308,38,20,38,37
3080314,23,20,43,53
3080323,39,41,46,99.4
3080335,39,41,66,116
3080338,39,41,92,146
3090108,42,20,42,55
3090146,41,36,40,62
3090164,41,36,49,77
3090165,41,36,49,77
3090177,41,36,41,68
3100408,36,20,36,39
3100410,38,37,69,161
3100415,62,37,35,85
3100416,90,37,34,109
3100417,90,37,34,109
3100435,38,37,53,98
3100436,38,37,75,179
3100438,38,37,75,114
3100466,38,37,69,96
3100467,38,37,69,96
3100483,38,37,69,161
3100508,36,20,36,39
3100510,38,37,70,161
3100515,62,37,35,85
3100516,90,37,35,109
3100517,90,37,35,109
3100535,38,37,53,98
3100536,38,37,75,179
3100538,38,37,75,114
3100566,38,37,70,96
3100567,38,37,70,96
3100583,38,37,70,161
3110265,40,37,40,78
3110277,40,37,40,69
3110446,40,37,32,51
3140208,28,19,49,39
3140223,41,39,51,95
3140235,41,39,70,129
3140238,41,39,96,154
3140308,28,19,49,39
3140323,41,39,51,95
3140335,41,39,70,129
3140338,41,39,96,154
3150308,36,18,36,39
3150316,90,36,35,110
3150317,90,36,35,110
3150366,38,36,81,116
3150367,38,36,81,116
3190125,40,40,43,129
3190135,39,38,66,113
3190138,39,38,89,139
3190139,39,38,89,204
3222208,40,21,40,47
3222216,74,40,45,129
3222217,74,40,45,129
3222266,39,40,76,118
3230214,23,20,43,46
3230235,40,40,73,136
3230238,40,40,99,186
3240208,38,20,38,43
3240216,61,37,38,88
3240217,61,37,38,88
3240234,37,37,62,72
3240266,37,37,90,111
3240267,37,37,90,111
3260414,24,20,34,24
3260420,40,38,39,66
3260435,40,38,63,101
3260438,40,38,88,133
3260439,40,38,88,198
3300308,36,21,36,40
3300316,67,37,39,102
3300317,67,37,39,102
3300321,55,35,56,134
3300334,37,37,64,99
3300338,37,37,100,151
3300408,36,21,36,40
3300416,68,37,39,102
3300417,68,37,39,102
3300421,55,35,56,61
3300434,39,37,65,99
3300438,39,37,100,151
3310414,24,19,40,31
3310420,38,37,39,75
3310435,38,37,63,105
3310438,38,37,87,130
3340411,40,20,40,95
3340414,25,20,44,32
3340421,37,36,33,58
3340423,41,39,42,88
3340435,41,39,66,108
3340438,41,39,92,139
3340439,41,39,92,204
3440114,24,20,44,29
3440123,45,39,49,100
3440135,45,39,68,143
3440138,45,39,95,157
3450214,24,19,34,28
3450220,38,37,38,76
3450235,38,37,62,109
3450238,38,37,85,133
3450239,38,37,85,198
3450314,24,19,34,28
3450320,38,37,38,76
3450335,38,37,62,109
3450338,38,37,85,133
3450339,38,37,85,198
3470814,24,20,40,29
3470823,41,39,49,83
3470835,41,39,67,120
3470838,41,39,93,149
3480914,24,19,44,32
3480923,41,40,52,85
3480935,41,40,72,113
3480938,41,40,98,153
3520414,24,21,43,34
3520423,40,40,45,90
3520435,40,40,64,111
3520438,40,40,91,151
3520442,37,36,35,58
3550408,40,20,40,41
3550410,39,40,73,175
3550416,73,40,45,115
3550417,73,40,45,115
3550421,55,39,56,115
3550466,39,40,73,110
3550467,39,40,73,110
3550483,39,40,73,175
3570208,40,20,40,46
3570214,24,20,34,27
3570220,44,40,42,77
3570221,36,36,36,58
3570235,44,40,65,123
3570238,44,40,89,148
3670214,24,20,33,24
3670220,40,40,34,65
3670235,40,40,59,98
3670238,40,40,83,133
3730714,24,19,31,40
3730720,41,39,38,110
3730735,41,39,64,110
3730738,41,39,87,171
3730739,41,39,87,248
3780114,22,20,25,19
3780120,40,39,34,67
3780135,40,39,58,107
3780138,40,39,83,138
3800608,37,24,37,57
3800646,40,41,26,65
3800648,40,41,100,182
3800649,40,41,100,182
3800655,40,41,61,120
3800656,40,41,61,120
3870414,24,21,44,39
3870423,40,41,54,92
3870435,40,41,73,115
3870438,40,41,99,154
3890114,24,19,40,26
3890123,41,40,57,92
3890135,41,40,76,108
3890138,41,40,102,135
3890139,41,40,102,200
3900135,40,40,67,105
3900138,40,40,95,142
3912208,27,20,39,41
3912216,66,40,40,106
3912217,66,40,40,106
3912234,39,40,52,71
3912246,39,40,26,45
3912255,39,40,62,99
3912256,39,40,62,99
3912275,47,40,62,107
3912276,47,40,62,107
3912277,39,40,39,70
3912299,39,40,78,103
3970208,36,21,36,39
3970216,66,38,36,110
3970217,66,38,36,110
3970234,39,38,52,78
3970246,39,38,27,47
3970255,39,38,59,109
3970256,39,38,59,109
3970277,39,38,39,85
4000214,24,19,40,28
4000223,40,39,52,85
4000235,40,39,71,111
4000238,40,39,97,146
4000239,40,39,97,211
4040108,30,18,52,34
4040116,90,39,36,117
4040117,90,39,36,117
4040121,36,35,35,58
4040166,38,39,80,105
4040167,38,39,80,105
4050235,39,37,67,90
4060414,24,20,30,24
4060420,38,39,39,66
4060435,38,39,63,109
4060438,38,39,87,121
4060439,38,39,87,186
4060514,24,20,30,24
4060520,38,39,39,66
4060535,38,39,63,109
4060538,38,39,87,121
4060539,38,39,87,186
4090114,23,19,43,32
4100214,24,19,30,18
4100220,35,35,36,68
4100235,35,35,60,94
4100238,35,35,85,119
4110214,24,20,30,18
4110218,58,36,85,119
4110220,35,36,36,66
4110235,35,36,60,93
4110314,24,20,30,18
4110320,35,36,36,66
4110335,35,36,60,93
4110338,35,36,85,119
4130308,35,20,35,34.61
4130316,68,38,39,98
4130317,68,38,39,98
4130334,39,38,49,67.68
4130346,39,38,24,41.01
4130348,39,38,97,138.45
4130349,39,38,97,138.45
4130375,49,38,61,96.78
4130376,49,38,61,96.78
4150108,40,19,40,42
4150146,38.63,38,24.5,41
4150149,39,38,93,137
4150155,39.75,37,53.63,88
4150156,39.75,37,53.63,88
4190208,36,18,36,44
4190234,39,37,52,72
4190246,39,37,26,45
4190277,39,37,39,63
4230435,38,37,56,92
4300114,23,19,33,29
4300135,40,39,65,100.21
4460414,24,20,44,33
4460423,40,39,51,85
4460435,40,39,70,109
4460438,40,39,97,142
4520017,89,38,35.5,103
4520067,37,38,79,95
4520108,36.5,21.5,36.5,36.74
4520110,37,38,79,160
4520116,89,38,35.5,103
4520117,89,38,35.5,103
4520166,37,38,79,95
4520167,37,38,79,95
4520183,37,38,79,160
4522008,37,22,37,35
4522010,37,38,79,160
4522016,89,38,36,103
4522017,89,38,36,103
4522025,42,41,37,95
4522066,37,38,79,95
4522067,37,38,79,95
4522083,37,38,79,160
4522108,37,22,37,35
4522116,89,38,36,103
4522117,89,38,36,103
4522125,42,41,37,95
4522166,37,38,80,95
4522167,37,38,80,95
4580614,24,20,40,26
4580623,40,41,47,79
4580635,40,41,68,112
4580638,40,41,92,140
4580639,40,41,92,205
4620425,41,41,34,93
4620435,38,37,65,99
4620438,38,37,88,110
4620439,38,37,88,175
4620525,41,41,34,93
4620535,38,37,65,99
4620538,38,37,88,110
4620539,38,37,88,175
4620625,41,41,34,93
4620635,38,37,65,99
4620638,38,37,88,110
4620639,38,37,88,175
4720214,23,20,30,24
4720220,38,40,45,72
4720235,38,40,67,101
4720238,38,40,91,126
4770414,23,20,33,22
4770418,62,40,88,143
4770423,38,40,43,79
4770435,38,40,65,94
4770438,38,40,88,121
4770439,38,40,88,176
4770514,23,20,33,22
4770518,62,40,88,143
4770523,38,40,43,79
4770535,38,40,65,94
4770535C,38,40,65,94
4770538,38,40,88,121
4770539,38,40,88,176
4780417,87,39,36,115
4780466,38,39,76,110
4870114,23.5,19,33,24
4870120,38,38,44,80
4870125,40,40,43,129
4870135,38,38,68,117
4870138,38,38,91,152
4870139,38,38,91,217
4870149,37,38,93,152
4870156,37,38,56,100
4890214,25,18,44,35
4890223,40,38,47,103
4890235,40,38,67,129
4890238,40,38,93,171
4910214,24,18,40,28
4910223,40,41,52,79
4940514,24,22,44,43
4940523,40,40,48,109
4940535,40,40,67,158
4940538,40,40,93,189
5001014,24,18,44,28
5001023,44,38,49,102
5001035,44,38,68,128
5001038,44,38,94,165
5001114,24,18,44,28
5001138,44,38,94,165
5050408,37,20,37,36
5050414,24,19,35,28
5050416,89,40,36,119
5050417,89,40,36,119
5050423,38,40,46,75
5050435,38,40,67,102
5050438,38,40,90,133
5050466,38,40,80,113
5050467,38,40,80,113
5050508,37,20,37,36
5050514,24,19,35,28
5050516,89,40,36,113
5050517,89,40,36,119
5050523,38,40,46,75
5050535,38,40,67,102
5050538,38,40,90,133
5050566,38,40,80,113
5050567,38,40,80,113
5080514,24,20,44,33
5080523,40,40,52,88
5080535,40,40,71,111
5080538,40,40,97,141
5120425,40,38,35,96
5120435,38,37,62,96
5120438,38,37,85,124
5120439,38,37,85,189
5120525,40,38,35,96
5120535,38,37,62,96
5120538,38,37,85,124
5120539,38,37,85,189
5150316,60,39,39,96
5150317,60,39,39,96
5150349,38,39,92,140
5190314,24,21,40,26
5190323,40,41,47,79
5190335,40,41,68,112
5190338,40,41,92,140
5190339,40,41,92,205
5200314,24,18,44,36
5200323,40,37,51,106
5200335,40,37,70,128
5200338,40,37,96,161
5200414,24,18,44,36
5200423,40,37,50,106
5200435,40,37,70,128
5200438,40,37,96,161
5210725,43,41,41,118
5210735,40,39,67,118
5210738,40,39,92,146
5220408,51,20,51,61
5220416,70,38,48,145
5220417,70,38,48,145
5220446,43,38,39,76
5220466,43,38,86,155
5220467,43,38,86,155
5220477,43,38,43,100
5230408,51,21,51,61
5230446,43,37,39,67
5230466,43,37,86,130
5230467,43,37,86,130
5230477,43,37,43,80
5240414,24,20,44,40
5240418,63,40,101,196
5240423,41,40,51,96
5270508,35,20,35,34
5270534,39,39,49,68
5270548,39,39,97,138
5270549,39,39,97,138
5270575,49,39,61,97
5270576,49,39,61,97
5290602,62,40,87,175
5290603,62,40,87,175
5290611,37,20,37,93
5290616,86,40,37,142
5290617,86,40,37,142
5290621,55,39,56,134
5360225,40,38,35,96
5360236,40,39,76,172
5360237,40,39,54,139
5360239,40,39,85,186
5360325,40,48,35,96
5360336,40,39,76,172
5360337,40,39,54,139
5360339,40,39,85,186
5360425,40,38,35,96
5360436,40,39,76,172
5360437,40,39,54,139
5360439,40,39,85,186
5370214,24,21,44,36
5370223,45,41,49,111
5370235,45,41,69,148
5370238,45,41,94,173
5410208,36,21,36,43
5410216,61,40,38,99
5410217,61,38,38,99
5410234,38,40,65,94
5410248,38,40,92,151
5410249,38,40,92,151
5450214,24,20,44,40
5450223,38,39,51,91
5450235,38,39,66,126
5450238,38,39,89,157
5450314,24,20,44,40
5450323,38,39,51,91
5450335,38,39,66,126
5450338,38,39,89,157
5470514,24,19,34,28
5470523,38,37,36,70
5470535,38,37,53,94
5470536,38,37,74,181
5470538,38,37,74,116
5470614,24,19,34,28
5470623,38,37,36,70
5470635,38,37,53,94
5470636,38,37,74,181
5470638,38,37,74,116
5500308,39,19,39,38
5500316,60,40,39,87
5500317,60,40,39,87
5500334,37,40,64,90
5500348,37,40,93,131
5500349,37,40,93,131
5510414,24,19,34,26
5510418,61,37,85,141
5510420,38,37,38,70
5510514,24,19,34,21
5510518,61,37,85,141
5510520,38,37,38,70
5530308,36,20,36,35
5530310,38,38,79,160
5530316,90,38,34,103
5530317,90,38,34,103
5530325,42,41,37,95
5530366,38,38,79,95
5530367,38,38,79,95
5530383,38,38,79,160
5530508,36,20,36,35
5530510,38,38,80,160
5530516,90,38,34,103
5530517,90,38,34,103
5530525,42,41,37,95
5530566,38,38,79,95
5530567,38,38,79,95
5530583,38,38,79,160
5560325,40,37,36,96
5560335,38,36,62,104
5560338,38,36,85,131
5560339,38,36,85,196
5570546,33.25,35,24,37
5570564,33,34.5,28.5,48
5570565,33,34.5,28.5,50
5570577,32,33.5,32,54
5600114,24,19,43,31
5610311,41,20,41,100
5610346,39,39,26,45
5610348,39,39,99,164
5610349,39,39,99,164
5610355,39,39,61,103
5610356,39,39,61,103
5630314,24,20,34,29
5630320,40,38,38,81
5630335,40,38,63,112
5630338,40,38,89,142
5640208,39,19,39,41
5640216,61,35,40,85
5640217,61,35,40,85
5640234,37,35,64,86
5640266,37,35,94,131
5640267,37,35,94,131
5650614,24,17,34,33
5650623,41,35,50,114
5650635,41,35,70,138
5650638,41,35,96,176
5660314,24,20,43,35
5660318,62,39,97,190
5660323,40,39,53,96
5700214,24,19,35,23.1
5700220,38,40,41,65
5700238,38,40,88,111
5730214,24,18,43,34
5730223,40,35,51,98
5730235,40,35,70,139
5730238,40,35,96,161
5740408,29,18,50,40
5740416,68,35,48,115
5740417,68,35,48,115
5740466,41,35,87,130
5740467,41,35,87,130
5740514,24,17,44,32
5740523,41,35,50,32
5740535,41,35,70,121
5740538,41,35,96,155
5760414,24,19,44,34
5760423,40,40,54,105
5760435,40,40,74,136
5760438,40,40,101,184
5760439,40,40,101,249
5770138,41,41,91,188
5810308,44,20,44,49
5810316,68,37,44,123
5810317,68,37,44,123
5810346,44,37,35,61
5810364,44,37,46,97
5810365,44,37,46,97
5810377,44,37,43,93
5860508,51,20,51,63.8
5860546,43,39,39,80.3
5860566,43,39,86,130
5860567,43,39,86,130
5860577,43,38,43,81
5870346,40,39,26,45
5870348,40,39,102,195
5870356,40,39,64,118
5900508,40,20,40,41
5900525,39,42,34,93
5900535,39,38,60,90
5900538,39,38,85,116
5900539,39,38,85,181
5900546,39,38,24,42
5900555,39,38,54,87
5900556,39,38,54,87
5900566,39,38,94,140
5900567,39,38,94,140
5900608,40,20,40,41
5900625,39,42,34,93
5900635,39,38,60,90
5900646,39,38,24,42
5900655,39,38,54,87
5900656,39,38,54,87
5900666,39,38,94,140
5900667,39,38,94,140
5950414,24,19,44,28
5950418,62,39,92,168
5950423,41,39,50,86
5950425,39,42,33,87
5950435,41,39,67,110
5950438,41,39,92,148
5950439,41,39,92,213
5950514,24,19,44,28
5950518,62,39,92,168
5950523,41,39,50,86
5950525,39,42,33,87
5950535,41,39,67,110
5950538,41,39,92,148
5950539,41,39,92,213
5960308,51,20,51,67
5960346,43,38,39,67
5960366,43,38,85,130
5960367,43,38,85,130
5960377,43,38,43,80
5965346,43,38,39,67
5970208,36,19,36,34
5970216,86,39,37,126
5970217,86,39,37,123
5970225,43,45,44,117
5970235,40,39,70,116
5970238,40,39,95,153
5970239,40,39,95,209
5970266,40,39,83,122
5970267,40,39,83,127
5970308,36,19,36,34
5970316,86,39,37,126
5970317,86,39,37,126
5970338,40,39,95,143
5970339,40,39,95,209
5970366,40,39,83,127
5970367,40,39,83,127
5970416,86,39,37,126
5970417,86,39,37,126
6020602,61,38,87,141
6020617,86,38,37,109
6120421,36,35,35,58
6170117,65,38,33,106
6170166,33,38,66.5,103
6190408,39,22,39,56
6190416,65,40,40,122
6190417,65,40,40,122
6190434,41,40,70,100
6190466,41,40,80,143
6190467,41,40,80,143
6190477,41,40,41,97
6200208,35,19,35,34
6200214,24,19,39,35
6200216,87,38,37,138
6200217,87,38,37,138
6200220,40,38,44,91
6200235,40,38,71,122
6200238,40,38,96,159
6200266,40,38,85,159
6200267,40,38,85,159
6200308,35,19,35,34
6200314,24,19,39,35
6200316,87,38,37,138
6200317,87,38,37,138
6200320,40,38,44,91
6200335,40,38,71,122
6200338,40,38,96,159
6200366,40,38,85,159
6200367,40,38,85,159
6280217,75,37,37,97
6280235,38,38,57,94
6280238,38,38,79,115
6280255,38,38,51,76
6490208,40,20,40,42.62
6490234,37,36,62,73
6490266,37,36,91,111
6490267,37,36,91,111
6550414,25,20,44,40
6550423,44,38,52,107
6550435,44,38,72,136
6550438,44,38,97,174
6720414,24,21,34,26
6720418,62,39,88,163
6720420,41,39,38,68
6720468,62,39,90,228
6720614,24,21,34,26
6720618,62,39,88,163
6720620,41,39,38,68
6720668,62,39,88,228
6750614,24,21,39,35
6750623,41,39,48,93
6750635,41,39,68,125
6750638,41,39,94,147
6750639,41,39,94,212
6750714,24,21,39,35
6750723,41,39,48,93
6750735,41,39,68,125
6750738,41,39,94,147
6750739,41,39,94,212
6770314,23,18,43,30
6770323,40,38,49,89
6770335,40,38,68,112
6770338,40,38,94,147
7020016,82,37,36,87
7020017,82,37,36,87
7020067,37,37,71,100
7050808,37,19,37,34
7050816,85,39,37,123
7050817,85,39,37,123
7050825,42,41,42,93
7050835,41,39,72,114
7050838,41,39,94,143
7050866,41,39,84,122
7050867,41,39,84,122
7050869,41,39,84,185
7050870,41,39,84,185
7050908,37,19,37,34
7050916,85,39,37,123
7050917,85,39,37,123
7050925,42,41,42,93
7050935,41,39,72,114
7050938,41,39,94,143
7050966,41,39,84,122
7050967,41,39,84,123
7050969,41,39,84,185
7050970,41,39,84,185
7250108,40,20,40,41
7250134,38,39,65,82
7250208,40,20,40,41
7350645,33,37.5,57,145
7420208,36,19,36,54
7500135,38,37,67,98
7500166,38,37,79,100
7500167,38,37,79,100
7500214,25,18,31,26
7500216,90,37,34,112
7500238,38,37,89,102.74
7500466,38,37,79,100
7500514,25,18,31,26
7500516,90,37,34,112
7500517,90,37,34,112
7500518,62,37,89,121
7500520,38,37,46,75
7500525,42,42,33,88.7
7500535,38,37,67,98
7500536,38,37,89,171
7500538,38,37,89,101
7500714,25,18,31,26
7500716,90,37,34,112
7500718,62,37,89,129.41
7500720,38,37,46,75
7500725,42,42,33,93
7500735,38,37,67,98
7500736,38,37,89,171
7500738,38,37,89,101
7500766,38,37,79,100
7500767,38,37,79,100
7500814,25,18,31,26
7500817,90,37,34,112
7500818,62,37,89,129.41
7500820,38,37,46,75
7500825,42,42,33,93
7500835,38,37,67,98
7500836,38,37,89,171
7500838,38,37,89,100.97
7500867,38,37,79,100
7500918,62,37,89,129.4
7500966,38,37,79,100
7500967,38,37,79,100
7720414,24,19,43,28
7720418,62,38,92,168
7720423,40,38,51,86
7720425,39,42,33,87
7720435,40,38,67,110
7720438,40,38,92,148
7720439,40,38,92,213
7720514,24,19,43,28
7720523,40,38,51,86
7720535,40,38,67,110
7720577,42,38,70,80
7960435,40,40,69,99
7960438,40,40,94,134
8000335,39,39,67,108
8000425,40,40,43,129
8000435,39,39,67,108
8000438,39,39,90,128
8020235,36,37,57,96
8020238,36,37,81,117
8030508,37,20,37,35
8030516,90,38,35,123
8030517,90,38,35,123
8030566,36,38,78,112
8030567,36,38,78,112
8050514,23,20,33,28
8050520,40,40,46,88
8050535,40,40,71,117
8050538,40,40,97,151
8050539,40,40,97,216
8060314,23,20,33,28
8060320,40,40,46,88
8060335,40,40,71,117
8060338,40,40,97,151
8060339,40,40,97,216
8070208,39,19,39,38
8070216,60,39,39,92
8070217,60,39,39,92
8070225,39,41,35,80
8070234,37,39,64,84
8070266,37,39,93,135
8070267,37,39,93,135
8070308,39,19,39,38
8070316,60,39,39,92
8070317,60,39,39,92
8070325,39,41,35,80
8070334,37,39,64,84
8070366,37,39,93,135
8070367,37,39,93,135
8080408,36,20,36,35
8080416,90,38,34,103
8080417,90,38,34,103
8080466,38,38,79,95
8080467,38,38,79,95
8080608,36,20,36,35
8080617,90,38,34,103
8080666,38,38,79,95
8080667,38,38,79,95
8100314,24,20,33,23
8100320,38,38,40,67
8100335,38,38,63,90
8100338,38,38,87,126
8240435,33,35,60,92
8240438,33,35,73,98
8240477,33,35,33,60
8240538,33,35,73,98
8240546,33,36,24,50
8260435,34,36,55,80
8260438A,34,36,79,47
8260438B,34,36,79,47
8300414,23,18,30,23
8300420,37,37,37,80
8300435,37,37,59,92
8300438,37,37,79,114
8390408,39,19,39,37
8390414,23,20,33,23
8390416,91,39,36,113
8390417,91,39,36,113
8390420,38,39,41,66
8390435,38,39,61,97
8390438,38,39,89,119
8390439,38,39,89,184
8390466,38,39,79,113
8390467,38,39,79,113
8390469,38,39,79,178
8390470,38,39,79,178
8390508,39,19,39,37
8390514,23,20,33,23
8390516,91,39,36,113
8390517,91,39,36,113
8390520,38,39,41,66
8390535,38,39,61,104
8390538,38,39,89,119
8390539,38,39,89,184
8390566,38,39,79,113
8390567,38,39,79,113
8390569,38,39,79,178
8390570,38,39,79,178
8520317,67,39,38,114
8520334,39,39,52,81
8520346,39,39,26,46
8520356,39,39,61,112
8570308,36,19,36,35
8570316,94,39,36,65
8570317,94,39,36,65
8570325,39,40,34,93
8570366,40,39,83,62
8570367,40,39,83,62
8570408,36,19,36,35
8580314,23,21,30,25
8580320,39,38,41,74
8580335,39,38,65.3,100
8590514,23,19,31,23
8721308,36,20,36,35
8721310,38,37,76,165
8721314,24,19,34,30
8721316,90,37,34,119
8721317,90,37,34,119
8721320,38,37,38,75
8721325,39,40,34,93
8721335,38,37,62,103
8721338,38,37,85,126
8721339,38,37,85,191
8721366,38,37,76,110
8721367,38,37,76,110
8721383,38,37,76,165
8721408,36,20,36,35
8721410,38,37,76,165
8721414,24,19,34,26
8721416,90,37,34,119
8721417,90,37,34,119
8721420,38,37,38,70
8721425,39,40,34,93
8721435,38,37,62,103
8721438,38,37,85,126
8721439,38,37,85,191
8721466,38,37,76,110
8721467,38,37,76,110
8721483,38,37,76,165
8750335,37,36,58,104
8750414,23,19,31,25
8750420,37,36,35,74
8750435,37,36,58,104
8750438,37,36,82,132
8750439,37,36,82,195
8772108,30,19,52,36
8772116,67,37,48,106
8772117,67,37,48,106
8772166,37,37,83,113
8772167,37,37,83,113
8790135,40,39,74,155
8900814,24,16.5,29.5,20
8900820,34,34,34.5,68
8900835,34,34,58,91
8900838,34,34,81.5,115
8940214,23.5,16.5,28.75,15
8940218,57,33.5,82,109
8940220,34,33,34,50
8940235,34,33,58.25,72
8940238,34,33,81.75,91
9000449,40,39,99,164
9011408,37,21,37,54
9011449,39,37,92,129
9060311,38,21,38,73
9060346,38,40,24,32
9060348,38,40,94,143
9060349,38,40,94,143
9060355,38,40,58,89
9060356,38,40,58,89
9080414,23.75,16.75,29.25,17
9110208,37,20,37,34
9110216,68,38,39,98
9110217,68,38,39,98
9110234,39,38,49,67
9110248,39,38,97,138
9110249,39,38,97,138
9130208,39,19,39,38
9130216,61,38,39,101
9130217,61,38,39,101
9130221,54,39,58,134
9130234,38,38,64,91
9130266,38,38,93,150
9130267,38,38,93,150
9190208,30,18,37,10
9190246,35,37,30,47
9190265,35,37,35,64
9190277,35,37,35,67
9210208,32,20,32,34
9210216,68,34,39,111
9210217,68,34,39,111
9210227,37,23,17,77
9210246,37,36,32,55
9210257,37,23,17,69
9210261,40.25,39.75,41.38,128
9210264,37,36,38,69
9210265,37,36,38,69
9210277,37,36,37,67
9210308,32,20,32,34
9210316,68,36,39,111
9210317,68,36,39,111
9210327,37,23,17,77
9210346,37,36,32,55
9210357,37,23,17,77
9210361,40.25,39.75,41.38,128
9210364,37,36,38,69
9210365,37,36,38,69
9210377,37,36,37,67
9210408,32,20,32,34
9210416,68,34,39,111
9210417,68,34,39,111
9210427,37,23,17,77
9210446,37,36,32,55
9210457,37,23,17,77
9210461,40.25,39.75,41.38,128
9210464,37,36,38,69
9210465,37,34,38,69
9210477,37,36,37,67
9212108,32,20,32,34
9212116,68,34,39,111
9212117,68,34,39,111
9212127,37,23,17,
9212146,37,36,32,55
9212157,37,23,17,77
9212161,40.25,39.75,41.38,128
9212164,37,36,38,69
9212165,37,36,38,69
9212177,37,36,37,67
9400208,39,19,39,37
9400216,91,39,36,113
9400217,91,39,36,113
9400225,41,42,39,98
9400235,38,39,61,104
9400238,38,39,89,129
